title;km;price;features;car_location;car_city;url;image_link
Ford Figo 2018 #164938 ; 40600 KM ; Precio: $172999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '5.1', 'Stock ID': '164938 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/ford-figo-energy-2018-compra-de-autos-164938;https://images.kavak.services/images/164938/EXTERIOR-frontSidePilotNear-1646086825377.jpeg?d=540x310
Renault Duster 2017 #164925 ; 106500 KM ; Precio: $229999;{' Consumo de Gasolina': '6.7', 'Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '164925 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/renault-duster-dynamique-2017-compra-de-autos-164925;https://images.kavak.services/images/164925/EXTERIOR-frontSidePilotNear-1644532764268.jpeg?d=540x310
Honda Hr-V 2019 #164653 ; 28100 KM ; Precio: $404999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '164653 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/honda-hr-v-prime-2019-compra-de-autos-164653;https://images.kavak.services/images/164653/EXTERIOR-frontSidePilotNear-1643295138360.jpeg?d=540x310
Audi Q5 Quattro 2018 #164640 ; 79000 KM ; Precio: $592999;{' Transmisión': 'Automática', 'Tracción': '4x4', 'Stock ID': '164640 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/audi-q5-quattro-dynamic-2018-compra-de-autos-164640;https://images.kavak.services/images/164640/EXTERIOR-frontSidePilotNear-1644357367602.jpeg?d=540x310
Nissan Sentra 2017 #164633 ; 88000 KM ; Precio: $212999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '5.6', 'Stock ID': '164633 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/nissan-sentra-sense-2017-compra-de-autos-164633;https://images.kavak.services/images/164633/EXTERIOR-frontSidePilotNear-1644529124029.jpeg?d=540x310
Honda Civic 2019 #164589 ; 54000 KM ; Precio: $441999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '8.1', 'Stock ID': '164589 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/honda-civic-coupe-turbo-2019-compra-de-autos-164589;https://images.kavak.services/images/164589/EXTERIOR-frontSidePilotNear-1644356546085.jpeg?d=540x310
Acura ILX 2017 #164574 ; 92200 KM ; Precio: $307999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '164574 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/acura-ilx-tech-2017-compra-de-autos-164574;https://images.kavak.services/images/164574/EXTERIOR-frontSidePilotNear-1643221936424.jpeg?d=540x310
Volkswagen Passat 2014 #164553 ; 108600 KM ; Precio: $203999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7.2', 'Stock ID': '164553 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/volkswagen-passat-sportline-2014-compra-de-autos-164553;https://images.kavak.services/images/164553/EXTERIOR-frontSidePilotNear-1644359661941.jpeg?d=540x310
Honda CR-V 2015 #164538 ; 113600 KM ; Precio: $312999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '10.5', 'Stock ID': '164538 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/honda-cr-v-i-style-2015-compra-de-autos-164538;https://images.kavak.services/images/164538/EXTERIOR-frontSidePilotNear-1644348663714.jpeg?d=540x310
Toyota RAV4 2013 #164527 ; 103500 KM ; Precio: $280999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7.4', 'Stock ID': '164527 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/toyota-rav4-xle-2013-compra-de-autos-164527;https://images.kavak.services/images/164527/EXTERIOR-frontSidePilotNear-1643989699914.jpeg?d=540x310
Mitsubishi Mirage 2017 #164509 ; 102300 KM ; Precio: $171999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '164509 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/mitsubishi-mirage-hatch-back-glx-2017-compra-de-autos-164509;https://images.kavak.services/images/164509/EXTERIOR-frontSidePilotNear-1647623410612.jpeg?d=540x310
Smart Fortwo 2017 #164507 ; 66000 KM ; Precio: $275999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '164507 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/smart-fortwo-fortwo-coupe-passion-2017-compra-de-autos-164507;https://images.kavak.services/images/164507/EXTERIOR-frontSidePilotNear-1644967501484.jpeg?d=540x310
Kia Rio 2017 #164346 ; 115200 KM ; Precio: $221999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Consumo de Gasolina': '6', 'Stock ID': '164346 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/kia-rio-ex-2017-compra-de-autos-164346;https://images.kavak.services/images/164346/EXTERIOR-frontSidePilotNear-1643752019120.jpeg?d=540x310
Volkswagen Vento 2017 #164322 ; 90200 KM ; Precio: $188999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '6', 'Stock ID': '164322 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/volkswagen-vento-comfortline-2017-compra-de-autos-164322;https://images.kavak.services/images/164322/EXTERIOR-frontSidePilotNear-1647042064858.jpeg?d=540x310
Jeep Compass 2015 #164318 ; 102600 KM ; Precio: $238999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '8.8', 'Stock ID': '164318 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/jeep-compass-latitude-2015-compra-de-autos-164318;https://images.kavak.services/images/164318/EXTERIOR-frontSidePilotNear-1645557939394.jpeg?d=540x310
Audi Q5 Quattro 2015 #164302 ; 84200 KM ; Precio: $387999;{' Tracción': '4x4', 'Transmisión': 'Automática', 'Stock ID': '164302 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/audi-q5-quattro-luxury-2015-compra-de-autos-164302;https://images.kavak.services/images/164302/EXTERIOR-frontSidePilotNear-1643298220898.jpeg?d=540x310
Gmc Acadia 2015 #164283 ; 115000 KM ; Precio: $377999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '9.5', 'Stock ID': '164283 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/gmc-acadia-slt1-ta-2015-compra-de-autos-164283;https://images.kavak.services/images/164283/EXTERIOR-frontSidePilotNear-1644609317199.jpeg?d=540x310
Volkswagen Jetta A6 2016 #164255 ; 111200 KM ; Precio: $261999;{' Tracción': '4x2', 'Consumo de Gasolina': '8.1', 'Transmisión': 'Automática', 'Stock ID': '164255 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/volkswagen-jetta-a6-sportline-2016-compra-de-autos-164255;https://images.kavak.services/images/164255/EXTERIOR-frontSidePilotNear-1644535829067.jpeg?d=540x310
Hyundai Elantra 2015 #164245 ; 115000 KM ; Precio: $190999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '6.3', 'Stock ID': '164245 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/hyundai-elantra-gls-premium-2015-compra-de-autos-164245;https://images.kavak.services/images/164245/EXTERIOR-frontSidePilotNear-1644608669106.jpeg?d=540x310
Nissan Pathfinder 2015 #164202 ; 92600 KM ; Precio: $312999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7.8', 'Stock ID': '164202 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/nissan-pathfinder-sense-2015-compra-de-autos-164202;https://images.kavak.services/images/164202/EXTERIOR-frontSidePilotNear-1643383624050.jpeg?d=540x310
Chevrolet Sonic 2016 #164183 ; 87500 KM ; Precio: $167999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '6.4', 'Stock ID': '164183 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/chevrolet-sonic-lt-linea-anterior-2016-compra-de-autos-164183;https://images.kavak.services/images/164183/EXTERIOR-frontSidePilotNear-1645286593702.jpeg?d=540x310
Nissan Kicks 2018 #164172 ; 78000 KM ; Precio: $363999;{' Consumo de Gasolina': '5.3', 'Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '164172 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/nissan-kicks-dark-light-2018-compra-de-autos-164172;https://images.kavak.services/images/164172/EXTERIOR-frontSidePilotNear-1644529004853.jpeg?d=540x310
Volkswagen Tiguan 2016 #164153 ; 98000 KM ; Precio: $284999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '7.8', 'Stock ID': '164153 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/volkswagen-tiguan-14t-2016-compra-de-autos-164153;https://images.kavak.services/images/164153/EXTERIOR-frontSidePilotNear-1643928308644.jpeg?d=540x310
Suzuki Vitara 2018 #164142 ; 47100 KM ; Precio: $344999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '5.5', 'Stock ID': '164142 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/suzuki-vitara-glx-2018-compra-de-autos-164142;https://images.kavak.services/images/164142/EXTERIOR-frontSidePilotNear-1644013748255.jpeg?d=540x310
Seat Ibiza 2019 #164108 ; 61200 KM ; Precio: $300999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '5.4', 'Stock ID': '164108 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/seat-ibiza-xcellence-2019-compra-de-autos-164108;https://images.kavak.services/images/164108/EXTERIOR-frontSidePilotNear-1643303409496.jpeg?d=540x310
Mazda CX-5 2016 #164087 ; 120700 KM ; Precio: $305999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '5.9', 'Stock ID': '164087 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/mazda-cx-5-i-grand-touring-2016-compra-de-autos-164087;https://images.kavak.services/images/164087/EXTERIOR-frontSidePilotNear-1645726431623.jpeg?d=540x310
Chevrolet Trax 2017 #163978 ; 76700 KM ; Precio: $271999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '6.7', 'Stock ID': '163978 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/chevrolet-trax-lt-cambio-de-linea-2017-compra-de-autos-163978;https://images.kavak.services/images/163978/EXTERIOR-frontSidePilotNear-1643300129974.jpeg?d=540x310
Honda Hr-V 2017 #163972 ; 108500 KM ; Precio: $316999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '163972 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/honda-hr-v-epic-2017-compra-de-autos-163972;https://images.kavak.services/images/163972/EXTERIOR-frontSidePilotNear-1644534964432.jpeg?d=540x310
Honda CR-V 2018 #163967 ; 45200 KM ; Precio: $396999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '10.4', 'Stock ID': '163967 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/honda-cr-v-ex-2018-compra-de-autos-163967;https://images.kavak.services/images/163967/EXTERIOR-frontSidePilotNear-1643140148786.jpeg?d=540x310
Kia Soul 2019 #163951 ; 57100 KM ; Precio: $347999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '6.6', 'Stock ID': '163951 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/kia-soul-ex-pack-2019-compra-de-autos-163951;https://images.kavak.services/images/163951/EXTERIOR-frontSidePilotNear-1643743054807.jpeg?d=540x310
Mini John Cooper Works 2019 #163945 ; 51282 KM ; Precio: $551999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '163945 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/mini-john-cooper-works-s-jcw-hot-chili-2019-compra-de-autos-163945;https://images.kavak.services/images/163945/EXTERIOR-frontSidePilotNear-1643064917255.jpeg?d=540x310
Honda Civic 2017 #163941 ; 93400 KM ; Precio: $304999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '8.1', 'Stock ID': '163941 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/honda-civic-ex-2017-compra-de-autos-163941;https://images.kavak.services/images/163941/EXTERIOR-frontSidePilotNear-1643212601726.jpeg?d=540x310
Chevrolet Sonic 2017 #163933 ; 103100 KM ; Precio: $184999;{' Consumo de Gasolina': '6.4', 'Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '163933 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/chevrolet-sonic-lt-cambio-de-linea-2017-compra-de-autos-163933;https://images.kavak.services/images/163933/EXTERIOR-frontSidePilotNear-1645052573784.jpeg?d=540x310
Smart Fortwo 2017 #163910 ; 23000 KM ; Precio: $275999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '163910 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/smart-fortwo-fortwo-coupe-passion-2017-compra-de-autos-163910;https://images.kavak.services/images/163910/EXTERIOR-frontSidePilotNear-1643233971532.jpeg?d=540x310
Volkswagen Jetta A6 2017 #163768 ; 50350 KM ; Precio: $288999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '8.1', 'Stock ID': '163768 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/volkswagen-jetta-a6-sportline-2017-compra-de-autos-163768;https://images.kavak.services/images/163768/EXTERIOR-frontSidePilotNear-1643063589820.jpeg?d=540x310
Cadillac XT5 2017 #163738 ; 83400 KM ; Precio: $534999;{' Transmisión': 'Automática', 'Tracción': '4x4', 'Consumo de Gasolina': '9.1', 'Stock ID': '163738 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/cadillac-xt5-premium-2017-compra-de-autos-163738;https://images.kavak.services/images/163738/EXTERIOR-frontSidePilotNear-1644867378922.jpeg?d=540x310
Jeep Patriot 2015 #163688 ; 96500 KM ; Precio: $223999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '7.8', 'Stock ID': '163688 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/jeep-patriot-sport-2015-compra-de-autos-163688;https://images.kavak.services/images/163688/EXTERIOR-frontSidePilotNear-1644510948245.jpeg?d=540x310
Nissan Sentra 2019 #163634 ; 39600 KM ; Precio: $354999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '163634 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/nissan-sentra-exclusive-2019-compra-de-autos-163634;https://images.kavak.services/images/163634/EXTERIOR-frontSidePilotNear-1642807150505.jpeg?d=540x310
Mazda CX-5 2017 #163630 ; 91000 KM ; Precio: $377999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7.5', 'Stock ID': '163630 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/mazda-cx-5-s-grand-touring-2017-compra-de-autos-163630;https://images.kavak.services/images/163630/EXTERIOR-frontSidePilotNear-1643041310856.jpeg?d=540x310
Mazda Mazda 3 2015 #163625 ; 94500 KM ; Precio: $240999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7', 'Stock ID': '163625 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/mazda-mazda-3-s-2015-compra-de-autos-163625;https://images.kavak.services/images/163625/EXTERIOR-frontSidePilotNear-1642866845230.jpeg?d=540x310
Audi Q5 Quattro 2016 #163622 ; 80000 KM ; Precio: $382999;{' Tracción': '4x4', 'Transmisión': 'Automática', 'Stock ID': '163622 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/audi-q5-quattro-trendy-2016-compra-de-autos-163622;https://images.kavak.services/images/163622/EXTERIOR-frontSidePilotNear-1645471999472.jpeg?d=540x310
Nissan Altima 2021 #163608 ; 4300 KM ; Precio: $713999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '163608 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/nissan-altima-exclusive-2021-compra-de-autos-163608;https://images.kavak.services/images/163608/EXTERIOR-frontSidePilotNear-1643206592774.jpeg?d=540x310
Audi A1 2014 #163579 ; 60000 KM ; Precio: $266999;{' Consumo de Gasolina': '5.3', 'Stock ID': '163579 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/audi-a1-hatch-back-ego-2014-compra-de-autos-163579;https://images.kavak.services/images/163579/EXTERIOR-frontSidePilotNear-1643210781175.jpeg?d=540x310
Kia Sportage 2017 #163479 ; 93300 KM ; Precio: $325999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7', 'Stock ID': '163479 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/kia-sportage-lx-2017-compra-de-autos-163479;https://images.kavak.services/images/163479/EXTERIOR-frontSidePilotNear-1643047385326.jpeg?d=540x310
Volkswagen Jetta A6 2016 #163474 ; 55200 KM ; Precio: $245999;{' Consumo de Gasolina': '7.2', 'Stock ID': '163474 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/volkswagen-jetta-a6-comfortline-2016-compra-de-autos-163474;https://images.kavak.services/images/163474/EXTERIOR-frontSidePilotNear-1642793867898.jpeg?d=540x310
Ford Lobo 2016 #163423 ; 70600 KM ; Precio: $524999;{' Tracción': '4x4', 'Transmisión': 'Automática', 'Consumo de Gasolina': '11.5', 'Stock ID': '163423 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/ford-lobo-cabina-regular-xlt-2016-compra-de-autos-163423;https://images.kavak.services/images/163423/EXTERIOR-frontSidePilotNear-1642891881947.jpeg?d=540x310
Honda CR-V 2016 #163335 ; 38000 KM ; Precio: $346999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7.4', 'Stock ID': '163335 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/honda-cr-v-i-style-2016-compra-de-autos-163335;https://images.kavak.services/images/163335/EXTERIOR-frontSidePilotNear-1643298609349.jpeg?d=540x310
Mitsubishi Outlander 2014 #163333 ; 90000 KM ; Precio: $242999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7.5', 'Stock ID': '163333 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/mitsubishi-outlander-es-2014-compra-de-autos-163333;https://images.kavak.services/images/163333/EXTERIOR-frontSidePilotNear-1643757132505.jpeg?d=540x310
Volkswagen Jetta A6 2017 #163320 ; 104400 KM ; Precio: $233999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '6.7', 'Stock ID': '163320 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/volkswagen-jetta-a6-live-2017-compra-de-autos-163320;https://images.kavak.services/images/163320/EXTERIOR-frontSidePilotNear-1643224424206.jpeg?d=540x310
Seat Ibiza 2016 #163310 ; 111800 KM ; Precio: $191999;{' Consumo de Gasolina': '5.9', 'Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '163310 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/seat-ibiza-blitz-16l-2016-compra-de-autos-163310;https://images.kavak.services/images/163310/EXTERIOR-frontSidePilotNear-1645202145584.jpeg?d=540x310
Kia Rio 2017 #163262 ; 95300 KM ; Precio: $219999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '6', 'Stock ID': '163262 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/kia-rio-ex-2017-compra-de-autos-163262;https://images.kavak.services/images/163262/EXTERIOR-frontSidePilotNear-1644691857445.jpeg?d=540x310
Dodge Journey 2016 #163248 ; 75000 KM ; Precio: $264999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '10.8', 'Stock ID': '163248 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/dodge-journey-se-2016-compra-de-autos-163248;https://images.kavak.services/images/163248/EXTERIOR-frontSidePilotNear-1644601035552.jpeg?d=540x310
Suzuki Ignis 2019 #163244 ; 54500 KM ; Precio: $230999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '4.6', 'Stock ID': '163244 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/suzuki-ignis-glx-2019-compra-de-autos-163244;https://images.kavak.services/images/163244/EXTERIOR-frontSidePilotNear-1643146199282.jpeg?d=540x310
Nissan Versa 2016 #163239 ; 101000 KM ; Precio: $184999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '5.7', 'Stock ID': '163239 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/nissan-versa-advance-2016-compra-de-autos-163239;https://images.kavak.services/images/163239/EXTERIOR-frontSidePilotNear-1644450027519.jpeg?d=540x310
Audi A1 Sportback 2016 #163229 ; 77200 KM ; Precio: $271999;{' Stock ID': '163229 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/audi-a1-sportback-hatch-back-cool-2016-compra-de-autos-163229;https://images.kavak.services/images/163229/EXTERIOR-frontSidePilotNear-1643060824593.jpeg?d=540x310
Kia Sportage 2018 #163197 ; 41000 KM ; Precio: $389999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7', 'Stock ID': '163197 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/kia-sportage-ex-2018-compra-de-autos-163197;https://images.kavak.services/images/163197/EXTERIOR-frontSidePilotNear-1642786044177.jpeg?d=540x310
Chevrolet Trax 2019 #163184 ; 47300 KM ; Precio: $291999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Consumo de Gasolina': '6.5', 'Stock ID': '163184 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/chevrolet-trax-ls-2019-compra-de-autos-163184;https://images.kavak.services/images/163184/EXTERIOR-frontSidePilotNear-1642781979931.jpeg?d=540x310
Kia Rio 2020 #163141 ; 38300 KM ; Precio: $263999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '163141 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/kia-rio-hb-lx-2020-compra-de-autos-163141;https://images.kavak.services/images/163141/EXTERIOR-frontSidePilotNear-1642873343320.jpeg?d=540x310
Audi A3 2017 #163132 ; 43000 KM ; Precio: $384999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '5.7', 'Stock ID': '163132 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/audi-a3-select-2017-compra-de-autos-163132;https://images.kavak.services/images/163132/EXTERIOR-frontSidePilotNear-1642719018929.jpeg?d=540x310
Jeep Wrangler 2015 #163081 ; 83300 KM ; Precio: $688999;{' Transmisión': 'Automática', 'Tracción': '4x4', 'Consumo de Gasolina': '12', 'Stock ID': '163081 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/jeep-wrangler-unlimited-rubicon-2015-compra-de-autos-163081;https://images.kavak.services/images/163081/EXTERIOR-frontSidePilotNear-1643387181323.jpeg?d=540x310
Nissan X Trail 2014 #163065 ; 117700 KM ; Precio: $261999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7.1', 'Stock ID': '163065 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/nissan-x-trail-advance-2014-compra-de-autos-163065;https://images.kavak.services/images/163065/EXTERIOR-frontSidePilotNear-1643307169901.jpeg?d=540x310
Buick Lacrosse 2015 #163048 ; 86500 KM ; Precio: $344999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '8.1', 'Stock ID': '163048 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/buick-lacrosse-premium-2015-compra-de-autos-163048;https://images.kavak.services/images/163048/EXTERIOR-frontSidePilotNear-1642878636266.jpeg?d=540x310
Honda Hr-V 2016 #162883 ; 94400 KM ; Precio: $282999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '162883 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/honda-hr-v-epic-2016-compra-de-autos-162883;https://images.kavak.services/images/162883/EXTERIOR-frontSidePilotNear-1642879852255.jpeg?d=540x310
Honda CR-V 2018 #162867 ; 52000 KM ; Precio: $491999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '10.5', 'Stock ID': '162867 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/honda-cr-v-touring-2018-compra-de-autos-162867;https://images.kavak.services/images/162867/EXTERIOR-frontSidePilotNear-1642716129325.jpeg?d=540x310
Audi A4 2017 #162865 ; 90300 KM ; Precio: $371999;{' Consumo de Gasolina': '5.6', 'Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '162865 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/audi-a4-select-20t-2017-compra-de-autos-162865;https://images.kavak.services/images/162865/EXTERIOR-frontSidePilotNear-1645543836338.jpeg?d=540x310
Audi A3 2018 #162830 ; 73200 KM ; Precio: $387999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '5.7', 'Stock ID': '162830 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/audi-a3-dynamic-2018-compra-de-autos-162830;https://images.kavak.services/images/162830/EXTERIOR-frontSidePilotNear-1642697947728.jpeg?d=540x310
Mercedes Benz Clase Glc 2018 #162800 ; 36500 KM ; Precio: $680999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '162800 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/mercedes-benz-clase-glc-glc-300-off-road-2018-compra-de-autos-162800;https://images.kavak.services/images/162800/EXTERIOR-frontSidePilotNear-1643477431653.jpeg?d=540x310
Toyota Camry 2018 #162793 ; 56130 KM ; Precio: $394999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '6.6', 'Stock ID': '162793 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/toyota-camry-xle-2018-compra-de-autos-162793;https://images.kavak.services/images/162793/EXTERIOR-frontSidePilotNear-1642612409541.jpeg?d=540x310
Chevrolet Sonic 2017 #162782 ; 66300 KM ; Precio: $191999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '6.4', 'Stock ID': '162782 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/chevrolet-sonic-lt-cambio-de-linea-2017-compra-de-autos-162782;https://images.kavak.services/images/162782/EXTERIOR-frontSidePilotNear-1643392226094.jpeg?d=540x310
Hyundai Creta 2018 #162721 ; 70200 KM ; Precio: $334999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '6.2', 'Stock ID': '162721 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/hyundai-creta-limited-2018-compra-de-autos-162721;https://images.kavak.services/images/162721/EXTERIOR-frontSidePilotNear-1642633409981.jpeg?d=540x310
Nissan Kicks 2019 #162669 ; 23100 KM ; Precio: $316999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '5.5', 'Stock ID': '162669 '};Kavak Punto Valle;Monterrey;https://www.kavak.com/mx/nissan-kicks-sense-2019-compra-de-autos-162669;https://images.kavak.services/images/162669/EXTERIOR-frontSidePilotNear-1642611488823.jpeg?d=540x310
