title;km;price;features;car_location;car_city;url;image_link
Ford Explorer 2013 #170737 ; 97300 KM ; Precio: $327999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170737 '};None;None;https://www.kavak.com/mx/ford-explorer-limited-2013-compra-de-autos-170737;https://images.kavak.services/images/170737/EXTERIOR-frontSidePilotNear-16450713985125.jpg?d=540x310
Hyundai Creta 2017 #170736 ; 112739 KM ; Precio: $301999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170736 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/hyundai-creta-gls-2017-compra-de-autos-170736;https://images.kavak.services/images/170736/EXTERIOR-frontSidePilotNear-16449583243226.jpg?d=540x310
Nissan NP300 Frontier 2020 #170734 ; 13990 KM ; Precio: $563999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170734 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/nissan-np300-frontier-platinum-le-2020-compra-de-autos-170734;https://images.kavak.services/images/170734/EXTERIOR-frontSidePilotNear-16446802276612.jpg?d=540x310
Ford Escape 2015 #174350 ; 92700 KM ; Precio: $271999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '174350 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/ford-escape-trend-advance-ecoboost-2015-compra-de-autos-174350;https://images.kavak.services/images/174350/EXTERIOR-frontSidePilotNear-1646757717857.jpeg?d=540x310
Volkswagen Jetta A6 2017 #170728 ; 62000 KM ; Precio: $225999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170728 '};Kavak Las Torres;Puebla;https://www.kavak.com/mx/volkswagen-jetta-a6-fest-2017-compra-de-autos-170728;https://images.kavak.services/images/170728/EXTERIOR-frontSidePilotNear-1645140344920.jpeg?d=540x310
Nissan March 2016 #170726 ; 87334 KM ; Precio: $155999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170726 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/nissan-march-hatch-back-sense-2016-compra-de-autos-170726;https://images.kavak.services/images/170726/EXTERIOR-frontSidePilotNear-1645211104314.jpeg?d=540x310
Nissan Sentra 2017 #170723 ; 71000 KM ; Precio: $236999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170723 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/nissan-sentra-sense-2017-compra-de-autos-170723;https://images.kavak.services/images/170723/EXTERIOR-frontSidePilotNear-16450107534280.jpg?d=540x310
Honda Hr-V 2018 #170718 ; 41600 KM ; Precio: $364999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170718 '};Kavak El Rosario Town Center;Ciudad de México;https://www.kavak.com/mx/honda-hr-v-touring-2018-compra-de-autos-170718;https://images.kavak.services/images/170718/EXTERIOR-frontSidePilotNear-16449409482453.jpg?d=540x310
Kia Forte 2019 #170712 ; 84035 KM ; Precio: $275999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170712 '};Kavak El Rosario Town Center;Ciudad de México;https://www.kavak.com/mx/kia-forte-lx-2019-compra-de-autos-170712;https://images.kavak.services/images/170712/EXTERIOR-frontSidePilotNear-1644963014785.jpeg?d=540x310
Mazda Mazda 3 2018 #170710 ; 68331 KM ; Precio: $316999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170710 '};Kavak Puerta la Victoria;Querétaro;https://www.kavak.com/mx/mazda-mazda-3-hatch-back-s-grand-touring-2018-compra-de-autos-170710;https://images.kavak.services/images/170710/EXTERIOR-frontSidePilotNear-1644881142705.jpeg?d=540x310
Honda Accord 2016 #174390 ; 125600 KM ; Precio: $301999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '174390 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/honda-accord-lx-2016-compra-de-autos-174390;https://images.kavak.services/images/174390/EXTERIOR-frontSidePilotNear-1647016341104.jpeg?d=540x310
Mazda Mazda 2 2016 #170707 ; 73000 KM ; Precio: $220999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170707 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/mazda-mazda-2-hatch-back-i-touring-2016-compra-de-autos-170707;https://images.kavak.services/images/170707/EXTERIOR-frontSidePilotNear-16449249602947.jpg?d=540x310
Nissan X Trail 2016 #170704 ; 89100 KM ; Precio: $284999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170704 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/nissan-x-trail-sense-2016-compra-de-autos-170704;https://images.kavak.services/images/170704/EXTERIOR-frontSidePilotNear-16450980760601.jpg?d=540x310
Honda Hr-V 2017 #170703 ; 83300 KM ; Precio: $322999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170703 '};Online Puebla;Puebla;https://www.kavak.com/mx/honda-hr-v-epic-2017-compra-de-autos-170703;https://images.kavak.services/images/170703/EXTERIOR-frontSidePilotNear-1645123146658.jpeg?d=540x310
Nissan NP300 Frontier 2018 #170700 ; 92000 KM ; Precio: $397999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170700 '};Kavak El Rosario Town Center;Ciudad de México;https://www.kavak.com/mx/nissan-np300-frontier-xe-2018-compra-de-autos-170700;https://images.kavak.services/images/170700/EXTERIOR-frontSidePilotNear-16455126428293.jpg?d=540x310
Honda Hr-V 2018 #170699 ; 80371 KM ; Precio: $336999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170699 '};Kavak Cosmopol;Ciudad de México;https://www.kavak.com/mx/honda-hr-v-uniq-2018-compra-de-autos-170699;https://images.kavak.services/images/170699/EXTERIOR-frontSidePilotNear-1644855610746.jpeg?d=540x310
Volkswagen Tiguan 2016 #170694 ; 111700 KM ; Precio: $316999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170694 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/volkswagen-tiguan-sport-y-style-2016-compra-de-autos-170694;https://images.kavak.services/images/170694/EXTERIOR-frontSidePilotNear-1645605902606.jpeg?d=540x310
Kia Forte 2017 #170689 ; 97883 KM ; Precio: $203999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170689 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/kia-forte-l-2017-compra-de-autos-170689;https://images.kavak.services/images/170689/EXTERIOR-frontSidePilotNear-16450331357682.jpg?d=540x310
Kia Rio 2017 #170688 ; 81400 KM ; Precio: $212999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170688 '};Kavak El Rosario Town Center;Ciudad de México;https://www.kavak.com/mx/kia-rio-ex-2017-compra-de-autos-170688;https://images.kavak.services/images/170688/EXTERIOR-frontSidePilotNear-1646120380045.jpeg?d=540x310
Volkswagen Tiguan 2019 #170686 ; 41000 KM ; Precio: $451999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170686 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/volkswagen-tiguan-trendline-plus-2019-compra-de-autos-170686;https://images.kavak.services/images/170686/EXTERIOR-frontSidePilotNear-16448392789055.jpg?d=540x310
Ford Figo 2018 #170683 ; 51300 KM ; Precio: $182999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170683 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/ford-figo-hb-energy-2018-compra-de-autos-170683;https://images.kavak.services/images/170683/EXTERIOR-frontSidePilotNear-1646499777512.jpeg?d=540x310
Nissan Altima 2017 #170676 ; 66000 KM ; Precio: $306999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170676 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/nissan-altima-advance-2017-compra-de-autos-170676;https://images.kavak.services/images/170676/EXTERIOR-frontSidePilotNear-1647726196036.jpeg?d=540x310
Hyundai Accent 2018 #174471 ; 83200 KM ; Precio: $282999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '174471 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/hyundai-accent-hb-gls-2018-compra-de-autos-174471;https://images.kavak.services/images/174471/EXTERIOR-frontSidePilotNear-1646775518592.jpeg?d=540x310
Chevrolet Cruze 2017 #170671 ; 77200 KM ; Precio: $219999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170671 '};Kavak Punto Sur;Guadalajara;https://www.kavak.com/mx/chevrolet-cruze-ls-turbo-2017-compra-de-autos-170671;https://images.kavak.services/images/170671/EXTERIOR-frontSidePilotNear-1645812473227.jpeg?d=540x310
Honda Accord 2013 #170669 ; 101000 KM ; Precio: $241999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170669 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/honda-accord-ex-coupe-2013-compra-de-autos-170669;https://images.kavak.services/images/170669/EXTERIOR-frontSidePilotNear-1647295025837.jpeg?d=540x310
Hyundai Santa Fe 2018 #170658 ; 83676 KM ; Precio: $373999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170658 '};Online Querétaro;Querétaro;https://www.kavak.com/mx/hyundai-santa-fe-l4-20t-2018-compra-de-autos-170658;https://images.kavak.services/images/170658/EXTERIOR-frontSidePilotNear-1644853311291.jpeg?d=540x310
Ford Figo 2019 #170649 ; 17500 KM ; Precio: $242999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170649 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/ford-figo-titanium-2019-compra-de-autos-170649;https://images.kavak.services/images/170649/EXTERIOR-frontSidePilotNear-1644941088989.jpeg?d=540x310
Bmw X3 2016 #170647 ; 84350 KM ; Precio: $472999;{' Tracción': '4x4', 'Transmisión': 'Automática', 'Stock ID': '170647 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/bmw-x3-28i-x-line-2016-compra-de-autos-170647;https://images.kavak.services/images/170647/EXTERIOR-frontSidePilotNear-1645263999098.jpeg?d=540x310
Nissan Sentra 2017 #170646 ; 89600 KM ; Precio: $225999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170646 '};Kavak El Rosario Town Center;Ciudad de México;https://www.kavak.com/mx/nissan-sentra-advance-2017-compra-de-autos-170646;https://images.kavak.services/images/170646/EXTERIOR-frontSidePilotNear-1646293241752.jpeg?d=540x310
Mazda CX-5 2019 #170643 ; 24890 KM ; Precio: $510999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170643 '};Online Puebla;Puebla;https://www.kavak.com/mx/mazda-cx-5-s-grand-touring-2019-compra-de-autos-170643;https://images.kavak.services/images/170643/EXTERIOR-frontSidePilotNear-1645050194041.jpeg?d=540x310
Renault Koleos 2016 #174548 ; 60334 KM ; Precio: $227999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '174548 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/renault-koleos-expression-2016-compra-de-autos-174548;https://images.kavak.services/images/174548/EXTERIOR-frontSidePilotNear-1646341537780.jpeg?d=540x310
Volkswagen Vento 2019 #170638 ; 47279 KM ; Precio: $264999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170638 '};Kavak Puerta la Victoria;Querétaro;https://www.kavak.com/mx/volkswagen-vento-highline-2019-compra-de-autos-170638;https://images.kavak.services/images/170638/EXTERIOR-frontSidePilotNear-1644937992353.jpeg?d=540x310
Mercedes Benz Clase C 2016 #174735 ; 98400 KM ; Precio: $422999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '174735 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/mercedes-benz-clase-c-c200-cgi-exclusive-2016-compra-de-autos-174735;https://images.kavak.services/images/174735/EXTERIOR-frontSidePilotNear-1647107920714.jpeg?d=540x310
Dodge Attitude 2020 #170623 ; 25846 KM ; Precio: $221999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170623 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/dodge-attitude-se-2020-compra-de-autos-170623;https://images.kavak.services/images/170623/EXTERIOR-frontSidePilotNear-16448563568712.jpg?d=540x310
Kia Sportage 2017 #170621 ; 105730 KM ; Precio: $357999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170621 '};Online Puebla;Puebla;https://www.kavak.com/mx/kia-sportage-ex-2017-compra-de-autos-170621;https://images.kavak.services/images/170621/EXTERIOR-frontSidePilotNear-1645726168749.jpeg?d=540x310
Chevrolet Aveo 2020 #170610 ; 50200 KM ; Precio: $232999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170610 '};Kavak Antara Fashion Hall;Ciudad de México;https://www.kavak.com/mx/chevrolet-aveo-lt-2020-compra-de-autos-170610;https://images.kavak.services/images/170610/EXTERIOR-frontSidePilotNear-16446575744634.jpg?d=540x310
Gmc Acadia 2018 #170609 ; 76220 KM ; Precio: $576999;{' Tracción': '4x4', 'Transmisión': 'Automática', 'Stock ID': '170609 '};Kavak Las Torres;Puebla;https://www.kavak.com/mx/gmc-acadia-denali-2018-compra-de-autos-170609;https://images.kavak.services/images/170609/EXTERIOR-frontSidePilotNear-1644965981752.jpeg?d=540x310
Toyota RAV4 2016 #170600 ; 69346 KM ; Precio: $427999;{' Tracción': '4x4', 'Transmisión': 'Automática', 'Stock ID': '170600 '};Online Querétaro;Querétaro;https://www.kavak.com/mx/toyota-rav4-se-2016-compra-de-autos-170600;https://images.kavak.services/images/170600/EXTERIOR-frontSidePilotNear-1644681153568.jpeg?d=540x310
Chevrolet Aveo 2018 #170599 ; 57550 KM ; Precio: $189999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170599 '};Online Puebla;Puebla;https://www.kavak.com/mx/chevrolet-aveo-lt-linea-nueva-2018-compra-de-autos-170599;https://images.kavak.services/images/170599/EXTERIOR-frontSidePilotNear-1645125521750.jpeg?d=540x310
Hyundai Tucson 2016 #170586 ; 95150 KM ; Precio: $364999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170586 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/hyundai-tucson-limited-tech-2016-compra-de-autos-170586;https://images.kavak.services/images/170586/EXTERIOR-frontSidePilotNear-16446829602084.jpg?d=540x310
Nissan Versa 2017 #174771 ; 58000 KM ; Precio: $200999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '174771 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/nissan-versa-advance-2017-compra-de-autos-174771;https://images.kavak.services/images/174771/EXTERIOR-frontSidePilotNear-1647036101237.jpeg?d=540x310
Volkswagen Polo 2019 #170518 ; 45620 KM ; Precio: $224999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170518 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/volkswagen-polo-starline-tm-2019-compra-de-autos-170518;https://images.kavak.services/images/170518/EXTERIOR-frontSidePilotNear-16446976597187.jpg?d=540x310
Jeep Compass 2018 #170517 ; 46330 KM ; Precio: $486999;{' Transmisión': 'Automática', 'Tracción': '4x4', 'Stock ID': '170517 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/jeep-compass-trailhawk-2018-compra-de-autos-170517;https://images.kavak.services/images/170517/EXTERIOR-frontSidePilotNear-1647024774096.jpeg?d=540x310
Ford Escape 2014 #170511 ; 71323 KM ; Precio: $254999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170511 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/ford-escape-se-ecoboost-2014-compra-de-autos-170511;https://images.kavak.services/images/170511/EXTERIOR-frontSidePilotNear-1644860893443.jpeg?d=540x310
Ford Edge 2013 #174775 ; 113000 KM ; Precio: $249999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '174775 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/ford-edge-limited-2013-compra-de-autos-174775;https://images.kavak.services/images/174775/EXTERIOR-frontSidePilotNear-1646168845778.jpeg?d=540x310
Nissan Kicks 2018 #174874 ; 58300 KM ; Precio: $296999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '174874 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/nissan-kicks-sense-2018-compra-de-autos-174874;https://images.kavak.services/images/174874/EXTERIOR-frontSidePilotNear-1652191859340.jpeg?d=540x310
Chevrolet Trax 2017 #170508 ; 61000 KM ; Precio: $259999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170508 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/chevrolet-trax-ls-cambio-de-linea-2017-compra-de-autos-170508;https://images.kavak.services/images/170508/EXTERIOR-frontSidePilotNear-16448222485883.jpg?d=540x310
Nissan NP300 Frontier 2018 #174966 ; 78800 KM ; Precio: $392999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '174966 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/nissan-np300-frontier-le-2018-compra-de-autos-174966;https://images.kavak.services/images/174966/EXTERIOR-frontSidePilotNear-1645892502606.jpeg?d=540x310
Mini John Cooper Works 2017 #170501 ; 53160 KM ; Precio: $457999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170501 '};Online Puebla;Puebla;https://www.kavak.com/mx/mini-john-cooper-works-convertible-jcw-hot-chili-2017-compra-de-autos-170501;https://images.kavak.services/images/170501/EXTERIOR-frontSidePilotNear-1645126017375.jpeg?d=540x310
Chevrolet Aveo 2020 #170500 ; 55217 KM ; Precio: $230999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170500 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/chevrolet-aveo-lt-2020-compra-de-autos-170500;https://images.kavak.services/images/170500/EXTERIOR-frontSidePilotNear-1645115302114.jpeg?d=540x310
Honda BR-V 2018 #170499 ; 31700 KM ; Precio: $317999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170499 '};Kavak Portal San Ángel;Ciudad de México;https://www.kavak.com/mx/honda-br-v-uniq-2018-compra-de-autos-170499;https://images.kavak.services/images/170499/EXTERIOR-frontSidePilotNear-1645425454045.jpeg?d=540x310
Hyundai Tucson 2017 #170492 ; 90600 KM ; Precio: $363999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170492 '};Kavak Lerma;Ciudad de México;https://www.kavak.com/mx/hyundai-tucson-limited-2017-compra-de-autos-170492;https://images.kavak.services/images/170492/EXTERIOR-frontSidePilotNear-1645497104410.jpeg?d=540x310
Audi A1 2018 #170487 ; 58575 KM ; Precio: $350999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170487 '};Kavak Patio Tlalpan;Ciudad de México;https://www.kavak.com/mx/audi-a1-hatch-back-urban-2018-compra-de-autos-170487;https://images.kavak.services/images/170487/EXTERIOR-frontSidePilotNear-16449626060245.jpg?d=540x310
Nissan NP300 Frontier 2017 #170483 ; 88000 KM ; Precio: $507999;{' Transmisión': 'Automática', 'Tracción': '4x4', 'Stock ID': '170483 '};Kavak Puerta la Victoria;Querétaro;https://www.kavak.com/mx/nissan-np300-frontier-pro-4x-2017-compra-de-autos-170483;https://images.kavak.services/images/170483/EXTERIOR-frontSidePilotNear-1644860431174.jpeg?d=540x310
Mazda CX-5 2018 #170475 ; 54365 KM ; Precio: $444999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170475 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/mazda-cx-5-i-grand-touring-2018-compra-de-autos-170475;https://images.kavak.services/images/170475/EXTERIOR-frontSidePilotNear-1645297632982.jpeg?d=540x310
Nissan Versa 2019 #175080 ; 45400 KM ; Precio: $239999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '175080 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/nissan-versa-advance-2019-compra-de-autos-175080;https://images.kavak.services/images/175080/EXTERIOR-frontSidePilotNear-1646495743943.jpeg?d=540x310
Chevrolet Trax 2018 #170468 ; 86534 KM ; Precio: $258999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170468 '};Online Querétaro;Querétaro;https://www.kavak.com/mx/chevrolet-trax-ls-2018-compra-de-autos-170468;https://images.kavak.services/images/170468/EXTERIOR-frontSidePilotNear-1644597415331.jpeg?d=540x310
Dodge Attitude 2018 #170466 ; 44400 KM ; Precio: $181999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170466 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/dodge-attitude-se-2018-compra-de-autos-170466;https://images.kavak.services/images/170466/EXTERIOR-frontSidePilotNear-1644611407706.jpeg?d=540x310
Honda Hr-V 2016 #170465 ; 80471 KM ; Precio: $299999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170465 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/honda-hr-v-epic-2016-compra-de-autos-170465;https://images.kavak.services/images/170465/EXTERIOR-frontSidePilotNear-16446192548343.jpg?d=540x310
Kia Rio 2018 #170464 ; 76300 KM ; Precio: $212999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170464 '};Kavak Punto Sur;Guadalajara;https://www.kavak.com/mx/kia-rio-l-2018-compra-de-autos-170464;https://images.kavak.services/images/170464/EXTERIOR-frontSidePilotNear-1645134986823.jpeg?d=540x310
Nissan Sentra 2017 #175120 ; 77500 KM ; Precio: $296999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '175120 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/nissan-sentra-sr-turbo-2017-compra-de-autos-175120;https://images.kavak.services/images/175120/EXTERIOR-frontSidePilotNear-1646414545118.jpeg?d=540x310
Honda CR-V 2015 #170458 ; 132000 KM ; Precio: $308999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170458 '};Kavak Las Torres;Puebla;https://www.kavak.com/mx/honda-cr-v-i-style-2015-compra-de-autos-170458;https://images.kavak.services/images/170458/EXTERIOR-frontSidePilotNear-1645205051290.jpeg?d=540x310
Nissan March 2017 #170457 ; 55340 KM ; Precio: $190999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170457 '};Online Puebla;Puebla;https://www.kavak.com/mx/nissan-march-hatch-back-sr-2017-compra-de-autos-170457;https://images.kavak.services/images/170457/EXTERIOR-frontSidePilotNear-1645030656679.jpeg?d=540x310
Nissan X Trail 2016 #170453 ; 106450 KM ; Precio: $315999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170453 '};Kavak Las Torres;Puebla;https://www.kavak.com/mx/nissan-x-trail-exclusive-2016-compra-de-autos-170453;https://images.kavak.services/images/170453/EXTERIOR-frontSidePilotNear-1644875133688.jpeg?d=540x310
Gmc Terrain 2014 #170449 ; 97163 KM ; Precio: $303999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170449 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/gmc-terrain-denali-2014-compra-de-autos-170449;https://images.kavak.services/images/170449/EXTERIOR-frontSidePilotNear-1646258990183.jpeg?d=540x310
Ford Escape 2016 #170448 ; 52320 KM ; Precio: $336999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170448 '};Online Puebla;Puebla;https://www.kavak.com/mx/ford-escape-titanium-ecoboost-2016-compra-de-autos-170448;https://images.kavak.services/images/170448/EXTERIOR-frontSidePilotNear-1644941593394.jpeg?d=540x310
Nissan Altima 2016 #170445 ; 62354 KM ; Precio: $255999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170445 '};Kavak Cosmopol;Ciudad de México;https://www.kavak.com/mx/nissan-altima-exclusive-2016-compra-de-autos-170445;https://images.kavak.services/images/170445/EXTERIOR-frontSidePilotNear-1646837089938.jpeg?d=540x310
Kia Forte 2018 #175318 ; 42000 KM ; Precio: $226999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '175318 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/kia-forte-l-2018-compra-de-autos-175318;https://images.kavak.services/images/175318/EXTERIOR-frontSidePilotNear-1646424734969.jpeg?d=540x310
Chevrolet Trax 2016 #175381 ; 58800 KM ; Precio: $218999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '175381 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/chevrolet-trax-ls-linea-anterior-2016-compra-de-autos-175381;https://images.kavak.services/images/175381/EXTERIOR-frontSidePilotNear-1646864050262.jpeg?d=540x310
Chevrolet Cavalier 2018 #170434 ; 88359 KM ; Precio: $237999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170434 '};Kavak Puerta la Victoria;Querétaro;https://www.kavak.com/mx/chevrolet-cavalier-lt-2018-compra-de-autos-170434;https://images.kavak.services/images/170434/EXTERIOR-frontSidePilotNear-1644945156588.jpeg?d=540x310
Mazda Mazda 3 2018 #170428 ; 82124 KM ; Precio: $304999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170428 '};Kavak Puerta la Victoria;Querétaro;https://www.kavak.com/mx/mazda-mazda-3-hatch-back-s-grand-touring-2018-compra-de-autos-170428;https://images.kavak.services/images/170428/EXTERIOR-frontSidePilotNear-1644600044283.jpeg?d=540x310
Honda Fit 2018 #170422 ; 40600 KM ; Precio: $291999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170422 '};Kavak El Rosario Town Center;Ciudad de México;https://www.kavak.com/mx/honda-fit-hatch-back-hit-2018-compra-de-autos-170422;https://images.kavak.services/images/170422/EXTERIOR-frontSidePilotNear-16445802278615.jpg?d=540x310
Mini Cooper 2018 #170420 ; 83000 KM ; Precio: $360999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '170420 '};Kavak Cosmopol;Ciudad de México;https://www.kavak.com/mx/mini-cooper-chili-2018-compra-de-autos-170420;https://images.kavak.services/images/170420/EXTERIOR-frontSidePilotNear-1645779325063.jpeg?d=540x310
Volkswagen Jetta A6 2016 #170419 ; 90000 KM ; Precio: $265999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '170419 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/volkswagen-jetta-a6-sportline-2016-compra-de-autos-170419;https://images.kavak.services/images/170419/EXTERIOR-frontSidePilotNear-16447015459356.jpg?d=540x310
Kia Forte 2018 #170412 ; 92300 KM ; Precio: $252999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '170412 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/kia-forte-lx-2018-compra-de-autos-170412;https://images.kavak.services/images/170412/EXTERIOR-frontSidePilotNear-1645521787131.jpeg?d=540x310
Nissan Sentra 2017 #170406 ; 78740 KM ; Precio: $225999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '170406 '};Online Puebla;Puebla;https://www.kavak.com/mx/nissan-sentra-advance-2017-compra-de-autos-170406;https://images.kavak.services/images/170406/EXTERIOR-frontSidePilotNear-1644946597339.jpeg?d=540x310
